place;COMMUNE;prix;date_end;date_start;Etoiles
Auberge de Jeunesse - 30 square Friant les 4 Chênes;;AMIENS;173;28/10/2023;23/10/2023;4
4 route du Semnoz;;ANNECY;62;18/06/2024;13/06/2024;3
Haute Boulogne - Belle-Ile;;LE PALAIS;68;13/07/2024;05/07/2024;2
Place Rouget de Lisle;;BOULOGNE-SUR-MER;102;24/11/2023;14/11/2023;1
Abbaye de Cadouin;;LE BUISSON-DE-CADOUIN;246;29/10/2023;19/10/2023;5
52, avenue André Breton;;CAHORS;88;10/12/2023;04/12/2023;3
3 rue de Port Picain;;CANCALE;205;05/05/2023;26/04/2023;3
127, Montée J. Balmat;;CHAMONIX-MONT-BLANC;240;10/11/2023;03/11/2023;1
20 rue des Alisiers;;CHAMROUSSE;139;20/07/2024;15/07/2024;2
55, rue de l'Abbaye;;CHERBOURG-OCTEVILLE;191;11/01/2024;04/01/2024;1
64 rue Auger;;CLERMONT-FERRAND;249;16/06/2023;06/06/2023;4
28, rue de l'Ortillon;;GENÊTS;211;02/04/2024;26/03/2024;1
10, avenue du Grésivaudan;;ÉCHIROLLES;246;17/07/2023;10/07/2023;2
007, route du Col de Croix Fry - Les Etages;;LA CLUSAZ;230;18/01/2024;11/01/2024;3
Route du Sancy;;MONT-DORE;168;25/06/2023;20/06/2023;3
235, boulevard Paul Painlevé;;LILLE;79;14/10/2023;06/10/2023;2
41, rue Victor Schoelcher;;LORIENT;154;11/04/2024;04/04/2024;5
Château de Bois Luzy 58, allée des Primevères;;MARSEILLE 12E ARRONDISSEMENT;252;18/06/2023;08/06/2023;3
Avenue Louis de Balsan;;MILLAU;225;17/11/2023;08/11/2023;5
3 rue Spitaliéri;;NICE;211;22/04/2023;12/04/2023;4
80 rue Vitruve;;PARIS 20E ARRONDISSEMENT;80;12/06/2024;07/06/2024;1
21, rue Marpaud;;PONTARLIER;73;20/10/2023;11/10/2023;4
La Verdache;;SÉEZ;116;17/01/2024;09/01/2024;1
Place du bourg;;BIRIATOU;134;06/02/2023;27/01/2023;1
8 rue Sainte Catherine;;BAYONNE;258;13/11/2023;08/11/2023;1
458 Avenue de Gaujac;;SOORTS-HOSSEGOR;149;02/05/2023;27/04/2023;3
89-93 Avenue Paul Vaillant Couturier;;GENTILLY;112;01/04/2023;23/03/2023;4
59-61 rue de Buzenval;;PARIS 20E ARRONDISSEMENT;124;18/03/2023;09/03/2023;4
Place Sauveur Atchoarena;;BIDART;71;06/08/2020;29/07/2020;3
Quartier du Grand Large 351 avenue des Blancs de Flandres;;DUNKERQUE;140;19/10/2023;09/10/2023;1
3 chemin de l'Hermitage;;SAINT-CHAMOND;62;10/11/2024;31/10/2024;5
124 route des Gorges d'Héric;;MONS;80;29/09/2024;20/09/2024;5
1 rue Leclerc de Hauteclocque;;METZ;87;01/10/2023;25/09/2023;4
Rue du Maréchal De Lattre de Tassigny;;CALAIS;224;03/10/2023;26/09/2023;2
2 avenue du général leclerc;;AUBIGNY-SUR-NÈRE;193;28/09/2024;20/09/2024;5
28 rue des gabariers;;DOMPIERRE-SUR-CHARENTE;66;19/06/2023;14/06/2023;3
30 rue Sainte Anne;;THANNENKIRCH;218;17/10/2022;10/10/2022;5
route d'angles;;LA SALVETAT-SUR-AGOUT;283;22/04/2023;17/04/2023;1
Le Bourg;;VITRAC;85;25/10/2022;18/10/2022;4
16 rue de l’Église;;ARCIZANS-AVANT;210;13/03/2023;08/03/2023;4
1 rue du Passeur;;MAREUIL-SUR-CHER;101;22/04/2024;15/04/2024;2
Le Collet;;SAINT-AGNAN-EN-VERCORS;62;18/10/2023;12/10/2023;2
21 route de la basse des feignes;;LA BRESSE;94;02/05/2022;22/04/2022;4
45 avenue du 122ème Régiment d'Infanterie;;LA CAVALERIE;181;06/06/2023;01/06/2023;1
Domaine des Hellandes;;ANGERVILLE-L'ORCHER;92;28/08/2024;19/08/2024;4
Lavialle;;LE CLAUX;254;08/06/2024;03/06/2024;3
10 lieu-dit le melkerhof;;THANNENKIRCH;194;19/05/2023;09/05/2023;5
Domaine saint martin de graves;;PÉZENAS;89;29/07/2024;22/07/2024;2
4 chemin du douet;;CARNAC;66;21/04/2023;14/04/2023;1
63 Route du Méaudret;;AUTRANS-MÉAUDRE EN VERCORS;153;31/10/2022;24/10/2022;3
7 avenue de la libération;;SAINT-GEORGES-DE-MONS;123;14/09/2023;06/09/2023;3
route de Monnetier;;SAINT-JORIOZ;246;25/05/2023;15/05/2023;4
25 RUE DE L'ABBE GAGNOL;;VASSIEUX-EN-VERCORS;91;07/10/2023;29/09/2023;2
87 montée de l'Eglise;;SAINT-MICHEL-DE-CHAILLOL;209;25/01/2021;18/01/2021;3
115 route de Cannes;;GRASSE;160;17/11/2022;09/11/2022;1
32 Rue de l'église;;CHALENCON;81;16/03/2024;08/03/2024;4
ROUTE DE FORCALQUIER QUARTIER PONT BERNARD;;PEYRUIS;228;01/06/2024;23/05/2024;2
Salau village;;COUFLENS;290;21/06/2024;14/06/2024;3
13 place du foirail;;RIEUMES;183;03/11/2022;26/10/2022;3
2 chemin des falaises;;SAINT-LÉONARD;199;19/07/2023;13/07/2023;2
3 Lieu-dit L'Ambition;;VICHÈRES;261;17/02/2020;10/02/2020;2
25 le Village;;LE VALTIN;97;17/03/2022;10/03/2022;3
11 RUE DU FAUCONNIER;;PARIS 4E ARRONDISSEMENT;171;22/02/2024;12/02/2024;1
6 RUE DE FOURCY;;PARIS 4E ARRONDISSEMENT;214;19/02/2024;12/02/2024;5
12 RUE DES BARRES;;PARIS 4E ARRONDISSEMENT;238;17/02/2024;12/02/2024;5
1 rue Commire;;AMBOISE;143;09/02/2024;30/01/2024;3
le bourg;;AUDRIX;254;06/07/2024;01/07/2024;4
2 RUE DU KEROU;;CLOHARS-CARNOËT;296;17/02/2024;09/02/2024;1
117 route du Solberg;;ESCHBACH-AU-VAL;181;02/03/2022;21/02/2022;2
Domaine Chahatoenia;;BIDARRAY;160;13/11/2022;04/11/2022;2
1 rue de Wolschwiller;;LUTTER;258;16/10/2020;08/10/2020;2
21 route de vallères;;AZAY-LE-RIDEAU;273;04/12/2022;29/11/2022;2
impasse de Postofort;;CROZON;90;08/04/2024;29/03/2024;3
2, Bié de Pascaou;;GUCHAN;247;26/05/2024;21/05/2024;3
Impasse des Quatre Temps;;SAINT-PIERRE ET MIQUELON;115;19/08/2024;12/08/2024;5
1 rue du Riesling;;SCHERWILLER;253;14/07/2023;05/07/2023;4
44 RUE LOUIS LUMIERE;;PARIS 20E ARRONDISSEMENT;252;09/11/2024;31/10/2024;2
le bourg;;SAINT-MARTIN-TERRESSUS;287;05/04/2023;28/03/2023;2
130 avenue de Saint-Simond;;AIX-LES-BAINS;204;18/03/2024;12/03/2024;4
19 rue François d'Estaing;;ESTAING;74;20/05/2024;13/05/2024;3
1 rue de la fontaine;;SIERENTZ;195;30/03/2023;22/03/2023;2
Grande rue;;LE MONT-SAINT-MICHEL;113;25/11/2022;15/11/2022;3
Quartier Esnazu;;ALDUDES;140;26/12/2023;18/12/2023;2
2ter rue edouard vasseur;;IVRY-SUR-SEINE;256;24/10/2023;16/10/2023;1
Route du cap;;PATRIMONIO;202;14/11/2022;07/11/2022;3
pont de calzola;;CASALABRIVA;263;24/09/2024;17/09/2024;2
Centre du Village;;SAN-GAVINO-DI-CARBINI;253;08/10/2022;03/10/2022;2
Hameau de Castérino;;TENDE;94;01/09/2022;22/08/2022;4
13 PLACE DES TILLEULS;;LA FERTÉ-IMBAULT;245;21/12/2024;16/12/2024;3
17 Avenue du Gévaudan;;LANGEAC;183;02/07/2020;24/06/2020;2
364 boulevard d'Alsace Lorraine;;HYÈRES;255;19/10/2021;11/10/2021;4
364 boulevard d'Alsace Lorraine;;HYÈRES;223;17/10/2021;11/10/2021;3
109 cours du Maréchal Leclerc;;SAINTES;161;07/03/2022;02/03/2022;5
4 rue du 11 novembre;;MAURIAC;146;29/05/2023;22/05/2023;4
6 rue Émile Négrin;;CANNES;194;10/06/2021;01/06/2021;5
34 boulevard Saint Roch;;AVIGNON;80;24/02/2023;17/02/2023;2
Zone Intercommunale du Pironnet;;LA CHÂTAIGNERAIE;78;31/10/2024;24/10/2024;4
ZA La Grande Île Nord;;CHORGES;189;20/09/2021;14/09/2021;5
2 avenue du port;;BALARUC-LES-BAINS;287;28/10/2023;19/10/2023;3
12 Boulevard de la République;;BEAUSOLEIL;277;13/10/2023;05/10/2023;3
28 rue du Commandant André;;CANNES;189;04/10/2022;26/09/2022;1
25 avenue Normandie Niemen;;LE BLANC-MESNIL;129;19/06/2024;13/06/2024;3
Aéroport Montpellier Méditerranée;;MAUGUIO;91;17/03/2022;08/03/2022;4
1 Allée du Parc;;BRIDES-LES-BAINS;166;07/02/2022;31/01/2022;2
Avenue de l'Arc de Meyran;;AIX-EN-PROVENCE;182;10/12/2024;03/12/2024;4
Bois de Coulange;;AMNÉVILLE;290;13/02/2022;04/02/2022;4
6 avenue du Pin;;BEAUCOUZÉ;255;24/12/2024;16/12/2024;2
16 route de Nanfray;;CRAN-GEVRIER;249;01/10/2024;24/09/2024;3
42 route de Thonon;;ANNEMASSE;90;25/01/2022;18/01/2022;1
3725 route des Dolines;;BIOT;117;07/12/2024;29/11/2024;3
15 rue de la Vallée Maillard;;BLOIS;232;01/12/2021;26/11/2021;1
1 avenue Apollo;;MÉRIGNAC;156;12/05/2021;07/05/2021;4
11 boulevard diderot;;BOULOGNE-SUR-MER;73;17/03/2022;08/03/2022;2
165 rue des Drisses;;BREST;243;16/03/2024;08/03/2024;3
8 route de l'Echangeur;;GOUESNOU;209;01/01/2025;24/12/2024;5
Rue François Dufort;;BRIGNOLES;281;08/12/2024;03/12/2024;4
Route Nationale 14;;PIERRELAYE;299;14/02/2024;09/02/2024;3
2 rue des Cyclades;;CERGY;145;15/02/2024;08/02/2024;2
14 place Drouaise;;CHARTRES;67;26/03/2022;16/03/2022;5
Avenue Georges Hennequin;;COINGS;283;08/12/2024;02/12/2024;4
Parc d'Activités du Grand Déols;;DÉOLS;210;08/12/2024;03/12/2024;4
78 chemin de Donna Vignat;;GERZAT;288;08/12/2024;03/12/2024;3
33 rue Georges Besse;;CLERMONT-FERRAND;220;15/12/2024;05/12/2024;2
355 Avenue D'Italie;;CLUSES;172;04/07/2024;24/06/2024;5
27 rue Herzog;;LOGELBACH-WINTZENHEIM;286;18/12/2024;11/12/2024;1
Rue des Tonneliers;;TOUQUES;106;11/02/2024;05/02/2024;3
8 place Mésirard;;DREUX;83;17/12/2024;10/12/2024;1
1 Avenue Paul Verlaine;;GRENOBLE;293;05/02/2025;28/01/2025;1
9 rue de la Condaminé;;GIÈRES;67;12/03/2022;07/03/2022;4
24 Rue Maryse Bastié;;IGNY;283;03/12/2024;28/11/2024;3
14 place du bois noir;;LANDERNEAU;146;19/06/2023;14/06/2023;4
Quartier Ledru Rollin;;LE MANS;142;04/12/2021;25/11/2021;4
217 Boulevard de Tournai;;VILLENEUVE-D'ASCQ;117;23/11/2023;16/11/2023;1
Rue du Vercors;;VILLENEUVE-D'ASCQ;64;14/02/2022;04/02/2022;2
26 rue Frédéric Bastiat;;LIMOGES;170;19/03/2022;09/03/2022;4
112 chemin de la galoterie;;LISIEUX;290;02/07/2020;24/06/2020;1
1 PLACE DES FORCES FRANCAISES LIBRES;;PLOEMEUR;183;22/02/2025;12/02/2025;2
5 Chaussée Baron Maransin;;LOURDES;223;17/11/2021;09/11/2021;4
25 rue Jean Zay;;SAINT-PRIEST;273;14/01/2020;06/01/2020;3
6 rue de l'Ormeteau;;CHELLES;126;17/06/2024;11/06/2024;5
11 impasse Dorothée le Maître;;SERRIS;228;01/01/2025;24/12/2024;1
6 avenue de Saint Menet;;MARSEILLE 11E ARRONDISSEMENT;125;07/05/2021;27/04/2021;1
662 B rue des Jonchères;;GENAY;286;16/04/2024;10/04/2024;3
Avenue de la Gare;;MAUBEUGE;198;26/02/2022;21/02/2022;2
6 rond-point Laurent Schwartz, ZA Pariwest;;MAUREPAS;142;15/12/2024;10/12/2024;2
3 allée françois cevert;;LINAS;192;17/12/2024;10/12/2024;4
Parc d'Activités La Peyrière;;SAINT-JEAN-DE-VÉDAS;183;22/12/2019;16/12/2019;1
1211 rue de la Vieille Poste;;MONTPELLIER;78;20/12/2024;10/12/2024;3
Parc Logistique d'Activités;;TOULON-SUR-ALLIER;159;12/12/2024;05/12/2024;2
32 A Rue du Loup;;HÉSINGUE;236;04/11/2024;25/10/2024;1
Rue du Saulnois;;LAXOU;187;16/06/2024;07/06/2024;1
311 Boulevard du Mercantour;;NICE;299;06/03/2024;01/03/2024;4
4 rue Jean-Baptiste Berlier;;NIORT;87;25/12/2024;16/12/2024;3
260 avenue de La Rochelle;;NIORT;77;19/03/2022;11/03/2022;2
1 rue Mondetour;;RUNGIS;233;26/03/2022;17/03/2022;4
4 rue du Maréchal Foch;;ORLÉANS;272;05/12/2021;25/11/2021;4
Chemin des Sablons;;SARAN;140;03/12/2021;26/11/2021;5
693 A rue Maryse Hilsz;;SARAN;263;31/08/2024;26/08/2024;1
1 allée Etienne Laurent;;CLICHY-SOUS-BOIS;61;12/09/2024;05/09/2024;3
7 allée du Verger;;ROISSY-EN-FRANCE;212;21/04/2021;15/04/2021;4
65 rue du Docteur Bauer;;SAINT-OUEN;296;26/12/2023;18/12/2023;5
1 impasse Marteau;;PARIS 18E ARRONDISSEMENT;240;17/03/2022;07/03/2022;3
53-55 BOULEVARD ROMAIN ROLLND;;MONTROUGE;152;31/12/2024;23/12/2024;1
23 Avenue René Fonck;;PARIS 19E ARRONDISSEMENT;200;19/12/2024;11/12/2024;3
28 Boulevard Joffre;;REIMS;175;30/11/2022;21/11/2022;1
Rue André Pingat;;REIMS;143;15/12/2024;05/12/2024;1
37 boulevard du Général Leclerc;;ROUBAIX;123;05/02/2022;28/01/2022;2
17 rue François Jacob;;RUEIL-MALMAISON;258;16/12/2021;10/12/2021;5
45 avenue général patton;;SAINT-AVOLD;262;01/12/2023;24/11/2023;1
10 rue de l'Artisanat;;VILLARS;75;09/12/2024;29/11/2024;5
Rue des Aigrettes;;TRIGNAC;249;10/06/2024;04/06/2024;2
280 rue du Rhône;;SAINT-PIERRE-EN-FAUCIGNY;293;29/11/2023;20/11/2023;3
2 rue Jean Moulin;;SAINT-WITZ;211;09/12/2022;01/12/2022;3
Zone Hôtelière Le Petit Marais;;SAINT-WITZ;225;07/12/2023;30/11/2023;5
1 bis avenue Pierre Mendès France;;SCHILTIGHEIM;91;27/12/2023;18/12/2023;4
1 Avenue de Londres;;SCHILTIGHEIM;95;24/12/2023;19/12/2023;5
3 rue des Carolingiens;;YUTZ;71;16/09/2020;09/09/2020;4
38 rue du Vieux Bourg;;YUTZ;190;25/11/2021;15/11/2021;1
608 Boulevard du Commandant Nicolas;;TOULON;105;08/06/2023;01/06/2023;5
167 Boulevard de l'Europe;;LA SEYNE-SUR-MER;102;25/11/2019;18/11/2019;1
554 chemin de la Bouyère;;OLLIOULES;209;26/12/2024;16/12/2024;3
77 boulevard de l'Embouchure;;TOULOUSE;173;12/03/2024;05/03/2024;3
311 Avenue André Maginot;;TOURS;89;01/11/2019;22/10/2019;5
303 avenue André Maginot;;TOURS;151;26/02/2025;18/02/2025;5
51 boulevard du Quatorze Juillet;;TROYES;146;21/01/2021;15/01/2021;1
Rue du Maugré;;PROUVY;86;13/11/2023;08/11/2023;5
1 Avenue de Voluceau;;ROCQUENCOURT;173;16/02/2024;08/02/2024;1
305 Rue Gabriel Voisin;;VILLEFRANCHE-SUR-SAÔNE;207;03/10/2024;24/09/2024;2
1 Ter rue du Petit Clamart;;VÉLIZY-VILLACOUBLAY;104;20/03/2022;10/03/2022;3
8 avenue Elsa Triolet;;MARSEILLE;78;21/02/2022;11/02/2022;5
Centre d'activités EURO 2000;;CAISSARGUES;275;21/02/2022;15/02/2022;3
1 boulevard de Créteil;;SAINT-MAUR-DES-FOSSÉS;296;29/11/2023;21/11/2023;3
La Garderine;;MEYREUIL;88;04/02/2025;28/01/2025;2
3 Rue du bon puits;;SAINT-SYLVAIN-D'ANJOU;174;13/06/2023;05/06/2023;2
95 boulevard Raymond Poincaré;;JUAN LES PINS;267;13/06/2024;03/06/2024;2
11 rue de justice;;ARRAS;287;18/07/2023;12/07/2023;4
326 chemin des petits rougiers;;LE PONTET;129;28/10/2024;22/10/2024;3
159 rue de Dole;;BESANÇON;178;06/11/2024;29/10/2024;3
1 bis avenue Fritz Lang;;BOIS-D'ARCY;128;16/03/2022;08/03/2022;1
23 rue de la Plaine;;SAINT-MARTIN-BOULOGNE;157;09/12/2024;29/11/2024;3
1075 Route de Paris;;VIRIAT;228;07/03/2023;28/02/2023;5
5 rue de la Dronnière;;IFS;108;06/11/2024;28/10/2024;4
Place de Cantorbery;;COQUELLES;200;22/11/2023;16/11/2023;5
Place de Cantorbery;;COQUELLES;231;14/12/2023;05/12/2023;2
Place de Cantorbéry;;COQUELLES;172;08/04/2024;03/04/2024;4
3 avenue du Parc;;CERGY;250;23/03/2022;17/03/2022;3
Rue des Marettes;;LA GLACERIE;294;31/10/2024;24/10/2024;5
4 place Michel Ange;;CHOLET;295;04/12/2023;27/11/2023;5
26, rue des Metiers;;COLMAR;180;02/12/2023;27/11/2023;2
1b rue des Frères Lumière;;COLMAR;256;10/03/2022;02/03/2022;5
19 bis Avenue Françoise Giroud;;DIJON;190;19/05/2023;09/05/2023;1
3 rue Joseph Caillaux;;SAINT-SATURNIN;126;24/11/2024;19/11/2024;2
460 avenue de l'Europe;;CUCQ;134;24/07/2022;19/07/2022;5
44 Avenue Georges Pompidou;;LES SABLES-D'OLONNE;65;17/03/2022;11/03/2022;4
306 Rue Geneviève Anthonioz de Gaulle;;LILLE;292;18/04/2023;12/04/2023;4
18 rue Maryse Bastié;;BRON;64;29/07/2021;19/07/2021;5
9 Rue Antoine Lumière;;LYON 8E ARRONDISSEMENT;94;03/11/2024;29/10/2024;1
Allée du Camping International;;DARDILLY;66;18/10/2021;12/10/2021;4
62 RUE PUVIS DE CHAVANNES;;MARSEILLE;167;26/11/2023;20/11/2023;5
35 boulevard Rabatau;;MARSEILLE 8E ARRONDISSEMENT;189;24/11/2023;16/11/2023;1
6 rue de Cassis;;MARSEILLE 8E ARRONDISSEMENT;165;28/03/2022;22/03/2022;1
15 rue Galvani;;MASSY;243;12/05/2023;03/05/2023;4
1 Chemin Saint Hubert;;LATTES;87;22/11/2023;15/11/2023;3
1 Rue Marc Séguin;;MULHOUSE;65;25/01/2025;15/01/2025;3
13 B rue de la Griotte;;KINGERSHEIM;159;28/02/2022;18/02/2022;2
ZA Ile Napoléon;;SAUSHEIM;291;13/02/2022;08/02/2022;1
335 rue de la Belle Étoile;;ROISSY-EN-FRANCE;241;26/03/2022;16/03/2022;5
1 rue Léonard de Vinci;;AULNAY-SOUS-BOIS;251;07/12/2024;29/11/2024;2
40 avenue Jean Fourgeaud;;VILLEPINTE;285;06/12/2024;29/11/2024;5
1 rue de Lisbonne;;ROSNY-SOUS-BOIS;203;25/11/2023;20/11/2023;1
44 avenue Dutartre;;LE CHESNAY;162;24/02/2022;17/02/2022;1
1 avenue d'Afrique du Nord;;TINQUEUX;79;23/03/2022;17/03/2022;3
56 quai Gaston Boulet;;ROUEN;249;30/03/2022;22/03/2022;4
44 rue Amiral Cecille;;ROUEN;280;25/03/2022;18/03/2022;3
117 avenue pierre mendes france;;SAINT-JEAN-DE-BRAYE;73;10/11/2023;31/10/2023;2
9 place Étienne François Choiseul;;MONTIGNY-LE-BRETONNEUX;76;09/04/2022;01/04/2022;3
10 rue Joseph Graff;;HOLTZHEIM;236;16/02/2022;07/02/2022;1
4 rue Thomas Edison;;MUNDOLSHEIM;180;12/02/2022;07/02/2022;3
3 avenue jean gonord;;TOULOUSE;185;29/10/2024;22/10/2024;5
4 rue Maurice Hurel;;TOULOUSE;203;08/04/2022;29/03/2022;5
44 rue Jacques Babinet;;TOULOUSE;218;12/11/2021;04/11/2021;3
2 allée Général Alberico Albricci;;ÉPERNAY;254;09/02/2022;31/01/2022;3
1 rue André Citroën, Zone de La Loue;;SAINT-VICTOR;102;16/11/2022;07/11/2022;2
69 rue du pays d'orthe;;SAINT-GEOURS-DE-MAREMNE;172;13/03/2024;05/03/2024;4
15 rue du roi d'Alger;;PARIS 18E ARRONDISSEMENT;75;05/05/2023;25/04/2023;3
3 rue lemon;;PARIS 20E ARRONDISSEMENT;264;06/03/2024;29/02/2024;5
8 Rue de la Porte Bouqueyre;;SAINT-ÉMILION;102;28/07/2021;20/07/2021;2
6 place de la République;;BAGNOLES-DE-L'ORNE;83;28/07/2022;21/07/2022;5
19 rue du maréchal Joffre;;RENNES;184;31/05/2024;23/05/2024;2
113 rue René Vielle;;EUGÉNIE-LES-BAINS;250;11/10/2024;01/10/2024;5
85 avenue du Maréchal de Lattre de Tassigny;;CAPBRETON;254;29/03/2022;24/03/2022;5
270 rue de Toulouse;;LIMOGES;154;22/06/2024;14/06/2024;2
108 rue Damrémont;;PARIS 18E ARRONDISSEMENT;104;22/03/2023;13/03/2023;1
55 rue du Faubourg Bretonnière;;BEAUNE;260;23/07/2020;15/07/2020;4
7 rue des Vertus;;PARIS 3E ARRONDISSEMENT;285;20/03/2021;10/03/2021;3
226 Boulevard Voltaire;;PARIS 11E ARRONDISSEMENT;157;05/04/2024;26/03/2024;3
1 RUE GERMAINE TILLION;;BLOIS;90;28/05/2024;21/05/2024;4
42 avenue Jean Burel;;SAINT-NICOLAS-DE-REDON;261;27/11/2021;17/11/2021;3
village charvet ARC 1800;;BOURG-SAINT-MAURICE;138;09/09/2023;04/09/2023;1
390 rue des Fonds Verts;;LE PRADET;176;23/10/2024;14/10/2024;1
499 Chem. de Montmeuille;;LA COLLE-SUR-LOUP;177;21/06/2024;12/06/2024;4
19 rue de Lille;;BAILLEUL;259;20/03/2021;10/03/2021;5
232 CHEMIN MANDOLES;;CAVALAIRE-SUR-MER;229;21/08/2024;14/08/2024;1
2 bis route de Crochte;;SOCX;258;24/01/2022;14/01/2022;4
2 rue d'Odessa;;PARIS 14E ARRONDISSEMENT;294;09/01/2023;02/01/2023;1
6 Rue du 8 mai 1945;;GRANDE-SYNTHE;81;21/11/2022;15/11/2022;2
138 rue des pâquerettes;;CRAN-GEVRIER;97;26/12/2022;21/12/2022;2
6 Rue Salvador Dali;;VILLENAVE-D'ORNON;88;02/12/2019;25/11/2019;5
32 Avenue Franklin Roosevelt;;LA FERTÉ-SOUS-JOUARRE;232;19/01/2023;12/01/2023;4
3 Rue Jean Zay;;SAINT-PRIEST;270;11/04/2023;03/04/2023;4
20 rue de la Madone;;SANCÉ;292;09/07/2020;02/07/2020;3
9 avenue du Bosquet;;BAILLET-EN-FRANCE;170;28/02/2022;21/02/2022;1
147 rue Louis Brindeau;;LE HAVRE;255;07/06/2024;28/05/2024;5
15 Rue Frédéric Joliot Curie;;TOURS;283;06/02/2023;30/01/2023;3
8 rue des Cochardières;;SAINT-HERBLAIN;151;23/06/2022;17/06/2022;2
Route du Pont;;JONS;233;03/03/2022;25/02/2022;3
21 Rue Berthelot;;TOURS;213;25/02/2023;16/02/2023;4
2 C rue Timken;;COLMAR;140;30/10/2024;25/10/2024;4
2 avenue de la république;;AURILLAC;166;27/02/2023;17/02/2023;5
12 rue du Temple;;BORDEAUX;132;09/10/2022;30/09/2022;5
12 Rue Sylvestre Lasserre;;TROUVILLE-SUR-MER;172;13/12/2022;06/12/2022;3
75 place Drouet d'Erlon;;REIMS;152;14/10/2023;09/10/2023;5
27 rue principale;;BALDERSHEIM;109;08/04/2023;30/03/2023;4
13 rue du Général Lecourbe;;BESANÇON;289;05/04/2020;26/03/2020;3
76 rue du Maréchal Foch;;LOOS;140;30/11/2024;20/11/2024;3
3 rue Bazaine;;ÉPINAL;242;02/02/2022;24/01/2022;2
94 avenue du Général De Gaulle;;SAUMUR;253;16/05/2021;10/05/2021;3
Lieu-dit Gaussens;;LE PASSAGE;222;03/01/2022;24/12/2021;3
51 rue Alexander Fleming;;CHAMBÉRY;77;07/07/2022;27/06/2022;1
138 boulevard hébert;;SAINT-MALO;158;03/11/2022;27/10/2022;5
33 AVENUE DU DOCTEUR ARNOLD NETTER;;PARIS;195;12/10/2023;06/10/2023;5
4 Rue Riboutté;;PARIS 9E ARRONDISSEMENT;160;15/03/2023;08/03/2023;1
124 rue de Rennes;;PARIS 6E ARRONDISSEMENT;223;10/12/2021;03/12/2021;4
117 avenue Jean Jaurès;;MAUBEUGE;229;11/10/2021;04/10/2021;2
1 RUE EMILE FASSIN;;ARLES;296;27/10/2019;17/10/2019;2
2 rue Pierre Eydin;;CASSIS;138;06/07/2022;27/06/2022;1
3 avenue Raymond Poincaré;;PARIS 16E ARRONDISSEMENT;67;01/03/2021;24/02/2021;3
4 rue des petites écuries;;PARIS;88;23/11/2023;15/11/2023;1
2 rue François Guhur;;AURAY;153;22/02/2022;17/02/2022;4
13 rue Traversière;;PARIS 12E ARRONDISSEMENT;119;24/03/2022;15/03/2022;5
124 avenue de la Vallée des Baux;;MAUSSANE-LES-ALPILLES;263;10/03/2022;04/03/2022;5
16 avenue de la Gare;;LOURDES;220;01/08/2022;27/07/2022;3
9 rue Wilson;;BELFORT;68;26/10/2021;20/10/2021;1
7 rue de Metz;;DOURDAN;152;16/11/2022;09/11/2022;5
8 Avenue du Docteur Jean Laigret;;BLOIS;78;03/04/2023;27/03/2023;4
Avenue de l'Europe;;GRADIGNAN;273;13/03/2022;07/03/2022;2
7 avenue des Impairs;;LA BAULE-ESCOUBLAC;125;24/03/2022;16/03/2022;1
120 promenade de la côte Vermeille;;CANET-EN-ROUSSILLON;61;30/05/2023;23/05/2023;3
16 boulevard d'Alsace;;CANNES;258;30/09/2021;22/09/2021;2
2 rue Maréchal Foch;;PAU;136;14/08/2022;05/08/2022;1
5 rue Chanzy;;NANCY;128;28/06/2021;23/06/2021;2
37 rue de Bonnel;;LYON 3E ARRONDISSEMENT;114;26/06/2022;21/06/2022;2
1 place des Quatre Piliers;;BOURGES;125;18/06/2024;12/06/2024;1
37 ter rue de la République;;ORLÉANS;293;03/03/2022;22/02/2022;4
92 Quai Jean Jaurès;;MÂCON;161;22/12/2023;14/12/2023;2
38 rue du midi;;NEVERS;226;06/06/2024;28/05/2024;3
Place Bernard Tissot;;ROUEN;157;25/03/2020;16/03/2020;2
19 place Bernard;;BOURG-EN-BRESSE;251;13/03/2022;07/03/2022;2
47 place du Général de Gaulle;;CHINON;163;15/03/2022;10/03/2022;5
14 rue de la bourse;;MULHOUSE;91;21/08/2022;11/08/2022;1
9 Avenue Jacques Bujault;;NIORT;93;26/02/2020;20/02/2020;2
2 place Dolgellau;;GUÉRANDE;271;17/02/2022;08/02/2022;4
37 rue du Commandant Charcot;;SAINT-NAZAIRE;102;13/03/2022;03/03/2022;4
35 rue Emile Zola;;TROYES;226;22/01/2022;14/01/2022;2
22 rue de la Paix;;LAVAL;143;28/07/2023;18/07/2023;2
82 rue de la Charité;;LYON 2E ARRONDISSEMENT;196;14/02/2023;09/02/2023;4
14 ROUTE DE LYON;;BRIGNAIS;172;03/10/2022;28/09/2022;1
62 boulevard Jeanne d'Arc;;SOISSONS;71;06/05/2024;29/04/2024;2
10 place Gambetta;;FOUGÈRES;106;09/02/2022;02/02/2022;5
1 rue du Cap Vert;;QUETIGNY;112;02/10/2024;24/09/2024;3
2 rue du Lac;;ARMBOUTS-CAPPEL;221;15/11/2021;10/11/2021;3
Route de la ferme du pavillon;;CHANTELOUP-EN-BRIE;288;09/07/2023;03/07/2023;4
6 rue Mazenod;;LYON;250;23/01/2022;14/01/2022;5
13 Quai Comparetti;;BONIFACIO;121;10/06/2023;02/06/2023;5
